1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,,
Spiraea Ulmaria (Meadowsweet) Flower Extract,Spiraea Ulmaria Flower Extract,Spiraea Ulmaria (Meadowsweet) Flower Extract; Meadowsweet extract; Filipendula ulmaria; Spiraea Ulmaria Extract; Meadowsweet Flower Extract,Low Risk,Low Risk,"Active, Antioxidant","Antioxidant. Reduce excess oil, exfoliate the skin, and prevent clogged pores.",,0,0.5-5%,0.5-5%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0.2,0.2,0.2,0.5 - 2%,,1.0,,
Squalane,Squalane,Squalane; Perhydrosqualene; Spinacane; Tetrahymenesqualane; Squalane,Low Risk,Low Risk,"Emollient, Texture Enhancer","Skin barrier protection, Moisturizing, Soothing",,1,0.5%-100%,0.5%-100%,,,,1,1,0.2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes/No,Yes/No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,"Squalane is a lightweight, non-greasy hydrator that mimics the skin’s natural oils. It helps balance moisture levels in the skin, making it beneficial for soothing and calming rosacea-prone skin.",0.2,,0.2,,1,"Squalane is a lightweight, non-greasy hydrator that mimics the skin’s natural oils, providing deep moisture and helping to restore the skin’s barrier. It’s effective in treating dryness and maintaining soft, smooth skin.",0.2,"Squalane is a lightweight, non-greasy hydrator that mimics the skin’s natural oils. It helps to balance oil production in oily areas while providing moisture, making it ideal for oily skin by preventing excess shine and maintaining skin balance.",0.2,"Squalane is a lightweight, non-greasy hydrator that helps to moisturize and plump the skin, reducing the appearance of fine lines and wrinkles. It also helps to protect the skin from environmental damage, making it an effective anti-aging ingredient.",0.2,"A lightweight, non-greasy hydrator that helps moisturize and firm the skin, improving elasticity by mimicking the skin’s natural oils and supporting the skin’s barrier function.",0.2,"Squalane is a lightweight hydrator that helps smooth uneven skin texture and refine pores. It mimics the skin’s natural oils, helping to maintain a balanced, refined complexion.",0.2,,0.2,"Squalane is a lightweight moisturizer that hydrates and nourishes the skin, helping to improve radiance and reduce dullness. It enhances the skin’s natural glow without feeling heavy or greasy.",0.2,,0.2,,1,0.2,0,0,0,0,0,0.2,0.2,0.2,1 - 5%,Yes,1.0,,
Steareth-21,Steareth-21,Steareth-21; Polyoxyethylene stearyl ether; PEG-21 stearyl ether; Polyethylene glycol stearyl ether; Steareth 21,Low Risk,Moderate Risk,Emulsifier,"A synthetic emulsifier with moderate risk for irritation. While generally safe, the PEG component may trigger reactions in sensitive skin.",,4,7%,7%,,,,0,0,0,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes/No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,-0.2,,-1,,0,,0,,0,,0,,-0.2,,-0.2,,0,,-1,,0,,0,0,0,0,0,0,0,0,-0.2,0,1 - 5%,,1.0,,
Stearic Acid,Stearic Acid,Stearic Acid; Octadecanoic acid; 1-Octadecanoic acid; n-Octadecanoic acid; Stearic Acid,Low Risk,Low Risk,"Emulsifier, Thickener",Considered safe and low-risk for most skin types,,2,37.40%,37.40%,,,,0.2,0.2,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes/No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,-0.2,,0,,0.2,,-0.2,,-0.2,,0,,0,,0.2,,0,0,0,0,0,0,0,0,-0.2,0.2,1 - 5%,,1.0,,
Stearyl Alcohol,Stearyl Alcohol,Stearyl Alcohol; 1-Octadecanol; Octadecyl alcohol; Stearol; Stearyl Alcohol,Low Risk,Low Risk,"Emollient, Thickener","Emollient, Skin barrier protection, Thickener",,2,1-3%,0.5-25%,,,,0.2,0.2,0,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,Stearyl Alcohol is a fatty alcohol used as an emollient and thickener in skincare products. It helps soften and smooth the skin but does not have direct benefits for treating rosacea. It is generally safe and non-irritating for sensitive skin.,0,,0,,0.2,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0.2,0,0,1 - 5%,,1.0,,
Stearyl Behenate,Stearyl Behenate,Stearyl Behenate; Octadecyl Docosanoate; Stearyl Ester; Behenic Acid Stearyl Ester; Stearyl Behenate,Low Risk,Low Risk,"Emollient, Texture Enhancer","Emollient, Skin barrier protection",,4,1-5%,25%,,,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes/No,Yes,Yes/No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,-0.2,,0,,0,,0,,0,,-0.2,,-0.2,,0,,0,,-0.2,,0,0,0,0,0,0,0.2,0.2,0,0,1 - 5%,,1.0,,
Fresh lilac petals,Syringa Vulgaris Flower Extract,Fresh lilac petals; Lilac Flowers; Syringa Vulgaris Flowers; Lilac Blossoms; Lilac Petals,Low Risk,High Risk,"Fragrance, Active",Natural fragrance. Low risk of irritation,,0,0.0025%-0.01%,0.0025%-0.01%,,,,0.2,-0.2,0,0.2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,-1,,0,,0,,-0.2,,0,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0.2,0,0,0,-1,0,0,0.1 - 1%,,1.0,,
Tanacetum Vulgare Extract,Tanacetum Vulgare Extract,Tanacetum Vulgare Extract; Tansy Extract; Tanacetum Extract; Common Tansy Extract; Tanacetum Vulgare Flower Extract,Moderate Risk,Low Risk,"Active, Antioxidant, Fragrance",Antioxidant. Anti-inflammatory,,0,0.5–1%,0.5–1%,0.50%,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0,,0,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0.2,0,0,0,0.2,0.2,0,0.5 - 2%,,1.0,,
Tapioca Starch,Tapioca Starch,Tapioca Starch; Cassava starch; Tapioca flour; Manioc starch; Tapioca Starch,Low Risk,Low Risk,"Thickener, Texture Enhancer",Natural thickener. Low risk of irritation,,0,1-5%,1-33%,,,,0,0,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0.2,,0,,0.2,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0.2,0,0,1 - 5%,,1.0,,
Tetrahexyldecyl Ascorbate (Vitamin C),Tetrahexyldecyl Ascorbate,Tetrahexyldecyl Ascorbate (Vitamin C); Vitamin C Ester; Ascorbyl Tetraisopalmitate; Tetrahexyldecyl Ascorbate; THDA,Low Risk,Low Risk,"Active, Antioxidant","Antioxidant. Brightening, reduces hyperpigmentation, and stimulates collagen production",,1,2.50%,0.1-5%,,,,1,0.2,0.2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,1,Tetrahexyldecyl Ascorbate is a fat-soluble form of Vitamin C that penetrates deeply into the skin. It helps to brighten the skin and reduce hyperpigmentation by inhibiting melanin production. It’s effective for evening out skin tone and fading dark spots.,0.2,,0.2,,0.2,,1,Tetrahexyldecyl Ascorbate is a fat-soluble form of Vitamin C that penetrates deeply into the skin. It stimulates collagen production and reduces the appearance of fine lines and wrinkles while brightening the skin and providing antioxidant protection.,1,"A fat-soluble form of Vitamin C that penetrates deeply, stimulating collagen production and improving elasticity, helping to firm the skin and reduce sagging.",0.2,"Tetrahexyldecyl Ascorbate is a fat-soluble form of Vitamin C that brightens the skin, smooths uneven texture, and minimizes the appearance of pores. It promotes a more refined, even complexion.",0.2,,1,"This oil-soluble form of Vitamin C penetrates deeper into the skin, offering long-term brightening and radiance. It reduces pigmentation, promotes collagen synthesis, and improves overall skin tone, making it effective at treating dullness.",1,"Tetrahexyldecyl Ascorbate is a fat-soluble form of Vitamin C that penetrates deeply into the skin, helping to lighten dark circles by reducing pigmentation and improving skin elasticity. It brightens the under-eye area.",1,,0,0,0,0,0,0,0,1,1,1,0.5 - 2%,Yes,1.0,,
Tetrasodium Glutamate Diacetate,Tetrasodium Glutamate Diacetate,"Tetrasodium Glutamate Diacetate; Dissolvine GL; GLDA; L-Glutamic Acid N,N-diacetic Acid Tetrasodium Salt; Tetrasodium Glutamate Diacetate; Glutamic Acid",Low Risk,Low Risk,"Chelating Agent, Stabilizer","A chelating agent used to stabilize formulas, it’s considered non-irritating.",,0,<1%,<1%,,,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0.2,,0,,0,,0,,0,,0,,0,,0.2,,0,,0,,0,0,0,0,0,0,0,0.2,0,0,0.1 - 1%,,1.0,,
Cocoa Seed Extract,Theobroma Cacao Seed Extract,Cocoa Seed Extract; Theobroma cacao extract; Cocoa extract; Cacao extract; Cocoa Seed Extract; Cacao Seed Extract,Low Risk,Low Risk,"Active, Antioxidant",Antioxidant. Anti-inflammatory,,1,0.000002%-37%,0.000002%-37%,,,,0.2,0.2,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0.2,,0.2,,0.2,,0.2,,-0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0.2,0.2,0.2,0.5 - 2%,,1.0,,
Cocoa Butter,Theobroma Cacao Seed Butter,Cocoa Butter; Theobroma Cacao Seed Butter; Cocoa Seed Butter; Cacao Butter; Cocoa Butter; Cacao Seed Butter; Organic Raw Cocoa Butter; Organic Theobroma Cacao (Cocoa) Seed Butter; Organic Raw Cocoa Butter; Organic Cocoa Seed Butter; Theobroma Cacao (Cocoa) Seed Butter; Cocoa butter; Cacao butter; Theobroma Cacao Seed Butter; Cocoa Seed Butter,Low Risk,Low Risk,"Emollient, Occlusive Agent","Skin barrier protection, Moisturizing, Soothing",,4,0.000002%-37%,0.000002%-37%,,,,0.2,1,-6,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,-0.2,,0.2,,-1,,1,"Cocoa Butter is a rich, nourishing moisturizer that deeply hydrates the skin and helps to repair and protect the skin’s barrier. It’s effective in treating dryness and improving skin elasticity, leaving the skin soft and smooth.",-6,,0.2,,0.2,,-1,,-1,,0.2,,0.2,,-1,,1,1,0,0,0,1,0,0.2,-1,0.2,1 - 5%,Moderately effective,0.5,,
Tocopherol,Tocopherol,Tocopherol; Vitamin E; Alpha-tocopherol; Tocopherol acetate; Tocopherol; Natural Vitamin E Oil; Vitamin E Oil; Tocopherol (Vitamin E); Tocopherol (Non-Gmo Vitamin E From Helianthus Annuus [Sunflower] Seed Oil); Tocopherol (Natural Vitamin E),Low Risk,Low Risk,"Antioxidant, Active",Antioxidant,,2,0.1-1%,0.1-1%,,,,1,0.2,0.2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes/No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,"Tocopherol, or Vitamin E, is a powerful antioxidant that helps to protect the skin from environmental damage and reduce the appearance of fine lines and wrinkles. It also helps to improve skin elasticity and smoothness, making the skin look firmer and more youthful.",0.2,"A powerful antioxidant that protects the skin from environmental damage while improving elasticity and firmness, supporting collagen production and skin repair.",0.2,,0.2,,0.2,,0.2,,0.2,,0,1,0,0,0,1,0,0.2,0.2,1,1 - 5%,Yes,1.0,,
Tocopheryl Acetate,Tocopheryl Acetate,Tocopheryl Acetate; Vitamin E acetate; Alpha-tocopheryl acetate; Tocopheryl Acetate; Tocopherol Acetate,Low Risk,Low Risk,"Antioxidant, Active",Antioxidant,,3,0.1-10%,0.1-10%,,,,1,0.2,0.2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,"Tocopheryl Acetate is a stable form of Vitamin E that helps to moisturize and protect the skin, reducing the appearance of fine lines and wrinkles. It also helps to improve skin elasticity and texture, making the skin look smoother and more youthful.",0.2,"A stable form of Vitamin E that moisturizes and protects the skin, improving elasticity and firmness, supporting a smoother, more resilient complexion.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,0,0,0,0,0.2,0,0.2,0.2,1,0.5% to 2%,Yes,1.0,,
Tocotrienol (Vitamin E),Tocotrienols,Tocotrienol (Vitamin E); Tocotrienols; Vitamin E; D-Alpha-Tocotrienol; Tocotrienol,Low Risk,Low Risk,"Antioxidant, Active",Antioxidant,,0,0.0015%-0.12%,0.0015%-0.12%,,,,1,0.2,0.2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,"Tocotrienol, a form of Vitamin E, offers antioxidant protection and helps to repair the skin, reducing the appearance of hyperpigmentation. It works well in conjunction with Vitamin C to enhance skin brightening effects.",0.2,,0.2,,0.2,,0.2,"Tocotrienol is a potent form of Vitamin E that helps to protect the skin from environmental stressors and reduce the appearance of fine lines and wrinkles. It also helps to improve skin elasticity and smoothness, promoting a more youthful complexion.",1,"A potent form of Vitamin E that protects the skin from environmental stressors while improving elasticity and firmness, supporting collagen production and skin regeneration.",0.2,,0.2,,0.2,"Tocotrienol is a potent form of Vitamin E that helps to protect the skin from oxidative stress and environmental damage, which can cause dullness. It brightens the skin and promotes a more even, radiant complexion.",0.2,,0.2,,0.2,0,0,0,0,1,0,0.2,0.2,1,1 - 5%,Yes,1.0,,
Trisodium Ethylenediamine Disuccinate,Trisodium Ethylenediamine Disuccinate,"Trisodium Ethylenediamine Disuccinate; Ethylenediamine-N,N'-disuccinic acid trisodium salt; EDDS; Dissolvine E-39; Trisodium Ethylenediamine Disuccinate",Low Risk,Low Risk,"Stabilizer, Chelating Agent",Chelating agent with a low risk of irritation.,,1,0.64%,0.64%,,,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0.2,,0.2,,0,,0,,0,,0,,0,,0,,0.2,,0,,0,,0,0,0,0,0,0,0,0.2,0,0,0.1 - 1%,,1.0,,
Tropolone,Tropolone,"Tropolone; 2-Hydroxy-2,4,6-cycloheptatrien-1-one; Hydroxytrienone; Trienolone; Tropolone",Low Risk,Low Risk,"Preservative, Antioxidant",Not a paraben. Not likely to cause irritation and acne.,,0,1%,1%,,,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0,,0,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0.2,0,0,0.1 - 1%,,1.0,,
Coenzyme Q10,Ubiquinone,"Coenzyme Q10; Ubiquinone; CoQ1; Vitamin Q1; Coenzyme Q, Q1; Ubiquinone-1",Low Risk,Low Risk,"Active, Antioxidant",Antioxidant. Anti-aging benefits,,0,0.02%-0.05%,0.02%-1%,,,,0.2,1,0.2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,1,Coenzyme Q1 is an antioxidant that helps to protect the skin from environmental stressors while providing moisture and improving skin texture. It’s effective in treating dryness and keeping the skin hydrated and healthy.,0.2,,1,"Coenzyme Q1 is an antioxidant that helps to protect the skin from free radical damage and promote collagen production, reducing the appearance of fine lines and wrinkles. It also helps to improve skin elasticity and tone, making the skin look firmer and more youthful.",1,"An antioxidant that protects the skin from free radical damage while promoting collagen production, improving elasticity and firmness, and preventing sagging.",0.2,"Coenzyme Q1 is an antioxidant that helps protect the skin from free radical damage and improve texture. It smooths uneven skin and reduces the appearance of pores, contributing to a more refined complexion.",0.2,,0.2,"Coenzyme Q1 is an antioxidant that helps to protect the skin from free radical damage, which can contribute to a dull complexion. It energizes the skin cells, promoting a brighter and more youthful appearance.",0.2,,0.2,"Coenzyme Q1 is an antioxidant that helps protect the skin from environmental damage and reduce inflammation associated with blemishes. It promotes healing and skin regeneration, helping fade blemish scars.",0,0,0,0,0,0,0,0.2,0.2,1,0.1 - 1%,No,0.0,,
Blueberry Oil,Vaccinium Angustifolium Seed Oil,Blueberry Oil; Vaccinium Corymbosum Seed Oil; Blueberry Seed Oil; Blueberry Fruit Oil; Blueberry Kernel Oil,Low Risk,Low Risk,"Emollient, Antioxidant","Antioxidant, Skin barrier protection, Soothing",,0,1–10%,1–10%,,,,1,1,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0.2,,0.2,,0.2,,1,"Blueberry Oil is rich in antioxidants and fatty acids, providing deep hydration and nourishment to the skin. It’s effective in treating dryness and improving skin texture, leaving the skin soft and smooth.",0.2,,0.2,"Blueberry oil is rich in antioxidants and essential fatty acids that help to protect the skin from environmental damage and reduce the appearance of fine lines and wrinkles. It also helps to improve skin elasticity and smoothness, making the skin look firmer and more youthful.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0.2,0.2,0.2,1 - 5%,Yes,1.0,,
Cranberry Seed Oil,Vaccinium Macrocarpon Seed Oil,Cranberry Seed Oil; Vaccinium Macrocarpon Seed Oil; Cranberry Oil; Cranberry Fruit Oil; Cranberry Seed Oil; Cranberry Extract Oil,Low Risk,Low Risk,"Emollient, Antioxidant","Antioxidant, Skin barrier protection, Moisturizing",,1,100%,100%,,,,1,1,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,"Cranberry Seed Oil is rich in antioxidants and essential fatty acids, offering anti-inflammatory and soothing benefits. It helps protect the skin and reduce redness, making it suitable for rosacea-prone skin.",0.2,Azelaic acid is effective in treating hyperpigmentation by inhibiting melanin production and reducing inflammation. It’s particularly beneficial for post-inflammatory hyperpigmentation and helps to even out skin tone.,0.2,,1,"Cranberry Seed Oil is rich in essential fatty acids and antioxidants, providing lightweight hydration that helps to treat dryness and protect the skin from environmental stressors. It’s effective in keeping the skin soft and hydrated.",0.2,"Cranberry seed oil is lightweight and helps to balance sebum production while providing hydration. It’s effective in managing oily skin without clogging pores, reducing shine and keeping the skin clear.",0.2,"Cranberry seed oil is rich in essential fatty acids and antioxidants that help to nourish and protect the skin, reducing the appearance of fine lines and wrinkles. It also helps to improve skin elasticity and smoothness, promoting a more youthful appearance.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,1,1,0,0,0,0,0,0.2,0.2,0.2,1 - 10%,Moderately effective,0.5,,
Vanilla Planifolia Fruit Extract,Vanilla Planifolia Fruit Extract,Vanilla Planifolia Fruit Extract; Vanilla Extract; Vanilla Planifolia Extract; Vanilla Fruit Extract; Vanilla Bean Extract,Moderate Risk,Low Risk,"Fragrance, Active",Antibacterial. Anti-inflammatory. Generally non-irritating,,1,0.1%-1%,0.1%-1%,,,,0.2,0.2,0,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0,,0.2,,0,,0.2,,0,,0,,0,,0.2,,0.2,,0,,0.2,,0.2,,0,0,0,0,0,0,0,0,0,0,0.5 - 2%,,1.0,,
Vetiver Essential Oil,Vetiveria Zizanoides Root Oil,Vetiver Essential Oil; Vetiveria Zizanoides Root Oil; Vetiver Oil; Vetiver Essential Oil,Moderate Risk,Moderate Risk,"Fragrance, Active",Known for its grounding and healing properties. Natural fragrance. Low risk of irritation,,0,0.5% - 2%,0.5% - 2%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,-1,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0.2,0,0,0,0,0,0.2,0.1 - 1%,,1.0,,
Grape seed oil,Vitis Vinifera Seed Oil,Grape seed oil; Vitis Vinifera Oil; Grapeseed Oil; Grape Oil; Grapeseed Oil (Vitis Vinifera Seed Oil); Grape Seed Oil; Organic Cold Pressed Unrefined Grapeseed Oil; Organic Vitis Vinifera Oil; Organic Grape Seed Oil; Grape Oil; Organic Grapeseed Oil; Unrefined Grapeseed Oil; Organic Grape Seed Oil; Organic Vitis Vinifera Oil; Organic Grape Seed Oil; Organic Grape Oil; Organic Grapeseed Oil,Low Risk,Low Risk,"Emollient, Antioxidant","Skin barrier protection, Antioxidant, Moisturizing",,1,0.5%-5%,1-100%,,,,1,0.2,0.2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,"Grape Seed Oil is lightweight and rich in antioxidants, providing soothing and anti-inflammatory benefits. It helps reduce redness and irritation, making it beneficial for rosacea-prone skin.",0.2,,0.2,,0.2,,0.2,"Grape seed oil is lightweight and rich in antioxidants, helping to balance oil production while providing hydration. It’s effective in managing oily skin by reducing shine and preventing clogged pores.",0.2,,0.2,,0.2,"Grape seed oil is lightweight and rich in antioxidants, helping smooth uneven skin texture and refine pores. It balances oil production and keeps the skin looking clear and refined.",0.2,,0.2,,0.2,,0.2,,1,0,0,0,0,0,0,0.2,0.2,0.2,1 - 5%,,1.0,,
