1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
Brassica Oleracea Capitata Leaf (Cabbage) Extract,"Cabbage Leaf Extract, Brassica Oleracea Extract",Brassica Oleracea Capitata Leaf Extract,Active,Low risk,,,Low,"Active - Antioxidant, Humectant, Texture Enhancer",,0,0.2,0,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0,,0.2,,0,,0.2,,0,,0.2,,0,0,0,0,0.2,0.2,0,0,0,0.2,0.2,0.2,0,0,0,0.2,0.2,1,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0.5 - 2%,
Ipomoea Batatas Root Extract,Sweet Potato Extract,Ipomoea Batatas Root Extract,Active,Low risk,,,Low,"Active - Antioxidant, Emollient",Antioxidant,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0,1,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,0.5 - 2%,
Olea Europaea (Olive) Leaf Extract,"Olive Leaf Extract, Olea Europaea Extract",Olea Europaea Leaf Extract,Active,Low risk,,,Low,"Active - Antioxidant, Emollient",,2,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,"Olea Europaea (Olive) Leaf Extract contains oleuropein, which have some skin-lightening properties.",0.2,,0.2,,0,,0.2,,1,"Olive leaf extract is rich in antioxidants and has been shown to improve skin hydration and firmness. It stimulates collagen production and protects against oxidative stress, contributing to better elasticity.",0.2,,0.2,,0.2,,0.2,,0.2,,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0.2,0.2,0,0.2,0,1,0,0,0,0,0,0,0.2,1,0,1 - 5%,No
Hydrolyzed Corn Protein,Hydrolyzed Corn Starch Protein,Hydrolyzed Corn Protein,Active,Low risk,,,Low,"Protein, Humectant, Texture Enhancer",,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0.2,,0.2,,0,,0.2,,0,,0,,0,,0,,0.2,,0,,0.2,,0,1,0.2,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5 - 2%,
Hydrolyzed Soy Protein,Hydrolyzed Soybean Protein,Hydrolyzed Soy Protein,Active,Moderate risk,,,Low,"Protein, Humectant, Texture Enhancer",,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0,,0.2,,0.2,,0,,0.2,,0,,0,,0,,0,,0.2,,0,,0.2,,0,1,0.2,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5 - 2%,
Hydrolyzed Wheat Protein,Hydrolyzed Wheat Gluten,Hydrolyzed Wheat Protein,Active,Moderate risk,,,Low,"Protein, Humectant, Texture Enhancer",,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0.2,,0.2,,0,,0.2,,0,,0,,0,,0,,0.2,,0,,0.2,,0,1,0.2,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5 - 2%,
Vaccinium Angustifolium (Blueberry) Fruit Extract,Blueberry Extract,Vaccinium Angustifolium Fruit Extract,Active,Low risk,,,Low,"Active - Antioxidant, Humectant",,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,1,Vaccinium Angustifolium (Blueberry) Fruit Extract: Rich in antioxidants and vitamins that help reduce melanin production and lighten hyperpigmentation.,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,1,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0.2,1,0,0.2,0,0.2,0,0,0,0,0,0,0.2,1,0,0.5 - 2%,Yes
Scutellaria Baicalensis Root Extract,"Baikal Skullcap Extract, Scutellaria Extract",Scutellaria Baicalensis Root Extract,Active,Low risk,,,Low,Active - Antioxidant,,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,1,1,0,0,0,0.2,0.2,0.2,0,0,0,0.2,0.2,1,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,0.5 - 2%,
Fragaria Ananassa (Strawberry) Fruit Extract,Strawberry Extract,Fragaria Ananassa Fruit Extract,Active,Moderate risk,,,Low,"Active - Antioxidant, Humectant",,2,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,0.2,,1,Fragaria Ananassa (Strawberry) Fruit Extract: Contains vitamin C and alpha hydroxy acids that brighten skin tone and reduce dark spots by exfoliating and inhibiting melanin formation.,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,1,"Rich in vitamin C and antioxidants, strawberry extract helps brighten the skin and reduce the appearance of dullness. Its natural exfoliating properties can also enhance skin texture, promoting a more vibrant and youthful appearance.",1,"Rich in vitamin C and antioxidants, strawberry extract helps brighten the skin and reduce the appearance of dark circles through its natural exfoliating properties.",0.2,,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,1,1,0,0.2,0,0.2,0,0,0,0,0,0,0.2,1,0,0.5 - 2%,Yes
Pyrus Communis (Pear) Fruit Extract,Pear Extract,Pyrus Communis Fruit Extract,Active,Low risk,,,Low,Humectant,"Vitamins, antioxidants",0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0,,0.2,,0,,0,,0,,0.2,,0,,0,,0.2,,0,,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.5 - 2%,
Cucumis Melo (Melon) Seed Extract,"Melon Seed Extract, Cucumis Melo Extract",Cucumis Melo Seed Extract,Active,Low risk,,,Low,Humectant,,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0,,0,,0.2,,0,,0,,0,,0,,0,,0.2,,0.2,,0,1,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5 - 2%,
Iris Florentina Root Extract,Orris Root Extract,Iris Florentina Root Extract,Active,Low risk,,,Low,"Active - Antioxidant, Humectant",,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0,,0.2,,0.2,,0,,0,,0.2,,0,0,0,0,0.2,0.2,0,0,0,0.2,0.2,0.2,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0.5 - 2%,
Vetiveria Zizanoides Root Extract,Vetiver Root Extract,Vetiveria Zizanoides Root Extract,Active,Low risk,,,Low,"Active - Antioxidant, Fragrance",,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,,0.2,,0,0,0,0,0.2,0.2,0,0,0,0.2,0.2,0.2,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,0.5 - 2%,
Sclerocarya Birrea Seed Oil,"Marula Oil, Sclerocarya Birrea Oil",Sclerocarya Birrea Seed Oil,Active,Low risk,,,Low,"Emollient, Occlusive Agent",Antioxidant,2,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,Sclerocarya Birrea Seed Oil contains anti-inflammatory properties that help calm irritated skin and reduce redness in rosacea.,0.2,Sclerocarya Birrea Seed Oil contains antioxidants that may help with overall skin health and potentially even skin tone.,0,,1,"Marula oil contains roughly 60% more antioxidants than oils like argan or grapeseed, in addition to higher levels of omega-6 and omega-9 fatty acids. This higher antioxidant and fatty acid content sets marula oil apart in terms of hydration and skin protection. ",0,,0.2,,0.2,,0,,0,,0.2,,0.2,,0,,1,1,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,1 - 10%,Moderately effective
Bacillus/ Folic Acid Ferment Filtrate Extract,"Bacillus Ferment Extract, Folic Acid Ferment Filtrate",Bacillus/Folic Acid Ferment Filtrate Extract,Active,Low risk,,,Low,"Active - Antioxidant, Humectant, Texture Enhancer",,0,0.2,0,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,1,Bacillus/Folic Acid Ferment Filtrate Extract: Enhances skin renewal and can help lighten hyperpigmentation by promoting even skin tone through improved cell turnover.,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,,0,0.2,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0.2,1,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,0.5 - 2%,Yes
Nymphaea Alba Root Extract,White Water Lily Extract,Nymphaea Alba Root Extract,Active,Low risk,,,Low,"Active - Antioxidant, Humectant",,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0,,0.2,,0,,0,,0,,0.2,,0,0,0,0,0.2,0.2,0,0,0,0.2,0.2,0.2,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0.5 - 2%,
sh-Oligopeptide-1,"Small Peptide-1, Short Peptide-1",sh-Oligopeptide-1,Active,Low risk,,,Low,Active,Peptide - skin repair and hydration,0,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,1,This peptide is known for its ability to stimulate collagen production and promote skin regeneration. It can effectively reduce fine lines and wrinkles by enhancing skin texture and firmness.,1,"By boosting collagen levels, sh-oligopeptide-1 supports skin elasticity and firmness, contributing to a more youthful appearance.",0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0,1,0.2,0.2,1,0,0,0,0.2,0.2,0,0.2,0,1,0,0,0,0,0,1,1,0,0,0.5 - 2%,Yes
sh-Oligopeptide-2,"Small Peptide-2, Short Peptide-2",sh-Oligopeptide-2,Active,Low risk,,,Low,Active,Peptide - skin repair and hydration,0,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,1,"This peptide promotes collagen synthesis and skin repair, helping to reduce the appearance of fine lines and wrinkles.",1,"By enhancing collagen production, sh-oligopeptide-2 supports skin elasticity and firmness, making it effective for anti-aging.",0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0,1,0.2,0.2,1,0,0,0,0.2,0.2,0,0.2,0,1,0,0,0,0,0,1,1,0,0,0.5 - 2%,Yes
sh-Polypeptide-1,"Small Polypeptide-1, Short Polypeptide-1",sh-Polypeptide-1,Active,Low risk,,,Low,Active,Peptide - skin repair and hydration,0,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0,,0.2,,0.2,,1,This polypeptide is involved in skin regeneration and can help reduce fine lines by promoting collagen and elastin production.,1,"By stimulating the production of structural proteins, sh-polypeptide-1 helps maintain skin elasticity and firmness.",0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0,1,0,0.2,1,0,0,0,0.2,0.2,0,0.2,0,1,0,0,0,0,0,1,1,0,0,0.5 - 2%,Yes
sh-Polypeptide-9,"Small Polypeptide-9, Short Polypeptide-9",sh-Polypeptide-9,Active,Low risk,,,Low,Active,Peptide - skin repair and hydration,0,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0,,0.2,,0.2,,1,This peptide supports skin repair and can help improve the appearance of fine lines by enhancing collagen synthesis.,1,"By promoting collagen and elastin production, sh-polypeptide-9 contributes to improved skin elasticity and firmness.",0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0,1,0,0.2,1,0,0,0,0.2,0.2,0,0.2,0,1,0,0,0,0,0,1,1,0,0,0.5 - 2%,Yes
sh-Polypeptide-11,"Small Polypeptide-11, Short Polypeptide-11",sh-Polypeptide-11,Active,Low risk,,,Low,Active,Peptide - skin repair and hydration,0,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0,,0.2,,0.2,,1,"This peptide is known for its ability to enhance skin hydration and promote collagen production, effectively reducing fine lines and wrinkles.",1,"By supporting collagen synthesis, sh-polypeptide-11 helps maintain skin elasticity and firmness.",0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0,1,0,0.2,1,0,0,0,0.2,0.2,0,0.2,0,1,0,0,0,0,0,1,1,0,0,0.5 - 2%,Yes
Copper Palmitoyl Heptapeptide-14,"Copper Palmitoyl Heptapeptide, Copper Peptide-14",Copper Palmitoyl Heptapeptide-14,Active,Low risk,,,Low,Active,Peptide - Skin repair  ,1,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,1,"This peptide complex promotes collagen and elastin production, reducing the appearance of fine lines and wrinkles by enhancing skin structure.",1,"By stimulating the production of essential skin proteins, it supports elasticity and firmness, contributing to a youthful appearance.",0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0,1,0.2,0.2,1,0,0,0,0.2,0.2,0,0.2,0,1,0,0,0,0,0,1,1,0,0,0.5 - 2%,Yes
Heptapeptide-15 Palmitate,"Palmitoyl Heptapeptide-15, Heptapeptide-15",Heptapeptide-15 Palmitate,Active,Low risk,,,Low,Active,Peptide - Skin repair  ,1,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,0.2,,1,This peptide can help improve skin texture and reduce fine lines by promoting collagen synthesis and skin regeneration.,1,"By enhancing collagen production, it supports skin elasticity and firmness.",0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0,1,0,0.2,1,0,0,0,0.2,0,0,0.2,0,1,0,0,0,0,0,1,1,0,0,0.5 - 2%,Yes
Palmitoyl Tetrapeptide-7,"Palmitoyl Tetrapeptide, Tetrapeptide-7",Palmitoyl Tetrapeptide-7,Active,Low risk,,,Low,Active,Peptide - Skin repair  ,1,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,1,This peptide has anti-inflammatory properties and can help reduce fine lines by promoting skin repair and improving texture.,1,"By supporting collagen production and reducing inflammation, it helps maintain skin elasticity and firmness.",0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0,1,0.2,0.2,1,0,0,0,0.2,0.2,0,0.2,0,1,0,0,0,0,0,1,1,0,0,0.5 - 2%,Yes
Palmitoyl Tripeptide-1,"Palmitoyl Tripeptide, Tripeptide-1",Palmitoyl Tripeptide-1,Active,Low risk,,,Low,Active,Peptide - Skin repair  ,1,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0.2,,0.2,,0.2,,1,This peptide stimulates collagen synthesis and can effectively reduce the appearance of fine lines and wrinkles by promoting skin regeneration.,1,"By enhancing collagen production, it supports skin elasticity and firmness.",0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0,1,0.2,0.2,1,0,0,0,0.2,0,0,0.2,0,1,0,0,0,0,0,1,1,0,0,0.5 - 2%,Yes
Alanine,-,Alanine,Inactive,Low risk,,,Low,Active,,0,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,1,Functions as a hydrating amino acid that helps maintain skin moisture.,0,,0.2,,0.2,,0.2,,0,,0,,0,,0.2,,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,0.1 - 5%,No
Glycine,-,Glycine,Inactive,Low risk,,,Low,Active,,0,1,1,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,1,Serves as a moisturizing amino acid that supports skin hydration.,0,,0.2,,0.2,,0.2,,0.2,,0,,0,,0.2,,0.2,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0.2,1,0.2,0,0,0,0,0,0,0.2,0,0,0.1 - 5%,No
Histidine,-,Histidine,Inactive,Low risk,,,Low,Active,,0,1,1,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,1,Contributes to skin hydration as an amino acid component of natural moisturizing factors.,0,,0.2,,0.2,,0.2,,0.2,,0,,0,,0.2,,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0.2,1,0,0.1 - 5%,Moderately effective
Isoleucine,-,Isoleucine,Inactive,Low risk,,,Low,Active,,0,0.2,1,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,1,Helps maintain skin hydration as an essential amino acid.,0,,0.2,,0.2,,0,,0,,0,,0,,0.2,,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0.1 - 5%,No
Phenylalanine,-,Phenylalanine,Inactive,Moderate risk,,,Low,Active,,0,0.2,1,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,1,Supports skin hydration as an essential amino acid.,0,,0.2,,0.2,,0,,0,,0,,0,,0.2,,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0.1 - 5%,Yes
Proline,-,Proline,Inactive,Low risk,,,Low,Active,,0,1,1,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,1,Aids in skin hydration and collagen production as an amino acid.,0,,1,Proline is an amino acid that is essential for collagen synthesis. It helps improve skin texture and can reduce fine lines by supporting collagen structure.,1,"By promoting collagen production, proline helps maintain skin elasticity and firmness.",0.2,,0.2,,0,,0,,0.2,,0,0,0,0,0,0,0,0,0.2,0,0.2,1,0,0,0,0,0,0,0.2,1,1,0,0,0,0,0,1,1,0,0,0.1 - 5%,No
Serine,-,Serine,Inactive,Low risk,,,Low,Active,,0,1,1,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,1,Acts as a hydrating amino acid and natural moisturizing factor.,0,,0.2,,0.2,,0,,0.2,,0,,0,,0.2,,0.2,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,1,0.1 - 5%,Yes
Threonine,-,Threonine,Inactive,Low risk,,,Low,Active,,0,0.2,1,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,1,Contributes to skin hydration as an essential amino acid.,0,,0.2,,0.2,,0,,0,,0,,0,,0.2,,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,1,0.2,0,0,0.1 - 5%,Moderately effective
Valine,-,Valine,Inactive,Low risk,,,Low,Active,,0,0.2,1,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,1,Supports skin hydration as an essential amino acid.,0,,0.2,,0.2,,0,,0,,0,,0,,0.2,,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0.1 - 5%,No
Acetyl Glutamine,Acetylated Glutamine,Acetyl Glutamine,Active,Low risk,,,Low,Active,moisture retention and repair,0,1,1,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,1,A skin-conditioning agent that helps improve skin hydration by strengthening the skin barrier to prevent moisture loss. ,0,,0.2,,0.2,,0,,0,,0,,0.2,,0,,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,1,0.1 - 5%,Yes
