,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingredient name,Aliases,INCI Name,Active/Inactive,Allergen Potential,Single/Compound,Components,Risk of irritation,Role in formulation,Note,Comedogenic Rating,Normal,Dry,Oily,Combination,Not sensitive,A little sensitive,Moderately sensitive,Sensitive,Very sensitive,Extremely sensitive,Not acne prone,A little acne-prone,Moderately acne-prone,Acne-prone,Very acne-prone,Extremely acne-prone,Teen,20s,30s,40s,50s,60+,Vegetarian,Vegan,Gluten-free,Paleo,Nut-free,Soy-free,Latex-free,Sesame-free,Citrus-free,Dye-free,Fragrance-free,Scent-free,Rosacea,Description,Hyperpigmentation & Uneven skin tone,Description,Acne,Description,Dryness/Dehydration,Description,Oiliness & Shine,Description,Fine lines & Wrinkles,Description,Loss of Elasticity/firmness,Description,Visible pores & Uneven texture,Description,"Clogged pores, blackheads",Description,Dullness,Description,Dark circles,Description,Blemishes,Description
Evening Primrose,"Oenothera Biennis Oil, Evening Star Oil, Night Willow Herb Oil, Evening Primrose Oil",Oenothera Biennis (Evening Primrose) Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Antioxidant",Fatty acid that has anti-inflammatory effects,2,0.2,0.2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,"Evening Primrose Oil is rich in essential fatty acids, helping to soothe and moisturize the skin. Its anti-inflammatory properties make it helpful in reducing redness and irritation associated with rosacea.",0.2,,0.2,,0.2,,0.2,Evening primrose oil helps balance sebum production and provide lightweight hydration. It’s effective in calming oily skin and preventing breakouts without adding excess oil.,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,
Oenothera Biennis Oil / Evening Primrose Oil,"Evening Primrose Oil, Evening Star Oil, Night Willow Herb Oil, Oenothera Biennis Oil",Oenothera Biennis (Evening Primrose) Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Antioxidant",Fatty acid that has anti-inflammatory effects,2,0.2,0.2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,"Similar to Evening Primrose, this oil provides hydration and anti-inflammatory benefits, making it useful for managing rosacea symptoms. It helps soothe and calm irritated skin.",0.2,,0.2,,0.2,,0.2,"Similar to evening primrose, this oil helps balance oil production and soothe the skin, making it effective in managing oily skin and preventing breakouts.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,
Organic Evening Primrose Oil,"Organic Oenothera Biennis Oil, Organic Evening Star Oil, Organic Night Willow Herb Oil, Organic Evening Primrose Oil",Oenothera Biennis (Evening Primrose) Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Antioxidant","Skin barrier protection, Anti-inflammatory, Soothing",2,0.2,0.2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,"Organic Evening Primrose Oil offers the same benefits as regular Evening Primrose Oil but with added purity. It’s effective in calming inflammation and providing hydration, making it beneficial for rosacea-prone skin.",0.2,,0.2,,0.2,,0.2,"Organic evening primrose oil offers the same benefits as regular evening primrose oil, with added purity. It helps balance sebum production and keep oily skin clear and hydrated.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,
Olea Europaea (Olive) Fruit Oil,"Olive oil, Olive fruit oil, Olea europaea oil, Olive Extract, Olive Kernel Oil, Olea Europaea Fruit Oil / Olive Fruit Oil",Olea Europaea (Olive) Fruit Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Texture Enhancer","Skin barrier protection, Moisturizing, Antioxidant",2,0.2,0.2,-1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,,0,,0,,1,,-1,,0.2,,0.2,,-0.2,,0,,0.2,,0.2,,0,
Organic Opuntia Ficus Indica (Prickly Pear) Seed Oil,"Organic Prickly Pear Oil, Organic Cactus Seed Oil, Organic Opuntia Seed Oil, Organic Prickly Pear Seed Oil",Opuntia Ficus-Indica Seed Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Antioxidant","Skin barrier protection, Moisturizing, Soothing",0,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,"Prickly Pear Seed Oil is rich in vitamins and antioxidants, offering anti-inflammatory benefits that help reduce redness and irritation associated with rosacea. It is hydrating and gentle, making it suitable for sensitive skin.",0.2,,0.2,,0.2,,0.2,,0.2,,1,"Rich in antioxidants and essential fatty acids, it promotes collagen production and improves skin elasticity and firmness, protecting against environmental stressors.",0.2,"Prickly pear seed oil helps hydrate and nourish the skin while improving texture. It minimizes the appearance of pores and smooths uneven skin, leaving the complexion looking refined and balanced.",0,,0.2,,0.2,,0,
Opuntia Ficus Indica (Prickly Pear) Seed Oil,"Prickly Pear Oil, Cactus Seed Oil, Opuntia Seed Oil, Prickly Pear Seed Oil",Opuntia Ficus-Indica Seed Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Antioxidant","Skin barrier protection, Moisturizing, Soothing",0,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,"Prickly Pear Seed Oil helps soothe and hydrate the skin, reducing inflammation and redness. It is beneficial for treating rosacea due to its calming properties.",0.2,,0.2,,0.2,,0.2,,0.2,,1,"Similar to the organic version, it restores skin elasticity and firmness by supporting collagen production and protecting against environmental damage.",0.2,"Prickly pear seed oil helps hydrate and nourish the skin while improving texture. It minimizes the appearance of pores and smooths uneven skin, leaving the complexion looking refined and balanced.",0,,0.2,,0.2,,0,
Rice Bran Extract,"Oryza Sativa Bran Extract, Rice Extract, Oryza Sativa Extract, Rice Bran Oil Extract, Oryza Sativa Bran Oil / Rice Bran Oil",Oryza Sativa (Rice) Bran Extract,Active,Low Risk,Single,0,Low Risk,"Active, Antioxidant",Antioxidant,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,
Panax Ginseng Root Extract,"Ginseng Extract, Ginseng Root Extract, Panax Extract, Panax Ginseng Extract",Panax Ginseng Root Extract,Active,Low Risk,Single,0,Low Risk,"Active, Antioxidant",Antioxidant,1,1,0.2,1,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,1,"Ginseng root extract helps regulate oil production and improve circulation, making it effective in balancing oily skin and reducing shine.",1,"Ginseng root extract is known for its anti-aging properties that help to firm and tone the skin, reducing the appearance of fine lines and wrinkles. It also improves circulation, which can give the skin a more youthful glow and enhance overall skin health.",1,"Known for improving skin elasticity and firmness, it stimulates collagen production and promotes a more lifted, youthful appearance.",0.2,,0.2,,0.2,,0.2,,0.2,"Ginseng root extract helps improve circulation and promote skin regeneration, which can reduce the appearance of blemishes and speed up the healing process. It also has anti-inflammatory properties that calm irritated skin."
"Panthenol, Pro Vitamin B0.5","Dexpanthenol, Provitamin B-0.0.5, Pantothenol, Panthenol, Pro Vitamin B0.5",Panthenol,Active,Low Risk,Single,0,Low Risk,"Active, Humectant","Soothing, anti-inflammatory, and hydrating properties",1,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,"Panthenol (Pro Vitamin B5) is a humectant that helps retain moisture in the skin, promoting healing and soothing irritation. It is beneficial for rosacea as it helps calm the skin and supports the skin barrier.",0.2,"Panthenol is a hydrating and soothing ingredient that supports skin healing. It helps maintain skin hydration and barrier function, which can improve the skin’s response to hyperpigmentation treatments.",0,,0.2,,0.2,,1,"Panthenol helps to improve skin hydration and elasticity, which can reduce the appearance of fine lines and wrinkles. It also promotes skin healing and smoothness, making it an effective ingredient for maintaining youthful-looking skin.",1,"Helps maintain skin hydration and elasticity, promoting firmness and a more youthful, resilient complexion.",0.2,Panthenol helps hydrate the skin and improve its texture by promoting healing and reducing inflammation. It smooths uneven skin and minimizes the appearance of pores.,0.2,,0.2,,0.2,,0.2,
Vitamin B0.5,"Pantothenic acid, Dexpanthenol, Panthenol, Vitamin B0.5",Panthenol,Active,Low Risk,Single,0,Low Risk,"Active, Humectant","Soothing, anti-inflammatory, and hydrating properties",1,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,"Vitamin B5 (Panthenol) is known for its soothing and healing properties. It helps to moisturize and calm the skin, which can be beneficial in managing rosacea symptoms.",0.2,"Panthenol is a hydrating and soothing ingredient that supports skin healing. It helps maintain skin hydration and barrier function, which can improve the skin’s response to hyperpigmentation treatments.",0,,0.2,,0.2,,1,"Panthenol helps to improve skin hydration and elasticity, which can reduce the appearance of fine lines and wrinkles. It also promotes skin healing and smoothness, making it an effective ingredient for maintaining youthful-looking skin.",1,"Helps maintain skin hydration and elasticity, promoting firmness and a more youthful, resilient complexion.",0.2,Panthenol helps hydrate the skin and improve its texture by promoting healing and reducing inflammation. It smooths uneven skin and minimizes the appearance of pores.,0.2,,0.2,,0.2,,0.2,
Passiflora Edulis Seed Oil,"Passion Fruit Oil, Maracuja Oil, Passiflora Oil, Passiflora Edulis Oil",Passiflora Edulis Seed Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Antioxidant","Skin barrier protection, Moisturizing",1,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0,
PEG-20 Stearate,"Polyethylene glycol stearate, PEG-20 Stearate, Stearic Acid PEG Ester",PEG-20 Stearate,Inactive,Low Risk,Single,0,Moderate Risk,Emulsifier,"A synthetic emulsifier that can cause irritation in sensitive skin, particularly due to its PEG (polyethylene glycol) component, which can be sensitizing for some individuals.",3,0,-0.2,-0.2,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes/No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,-0.2,,-0.2,,-0.2,,-0.2,,0,,0,,-0.2,,0,,0,,-1,,0,
Geranium,Geranium Extract,Pelargonium Graveolens Extract,Active,Moderate Risk,Single,0,High Risk,"Fragrance, Active",Can be irritating for sensitive skin,0,0.2,0.2,1,1,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-1,,-1,,0,,0.2,,1,"Geranium helps balance sebum production and reduce excess oil, making it effective in controlling shine and preventing breakouts.",0.2,,0.2,,0.2,,-1,,-1,,-1,,0.2,
Geranium Essential Oil,"Pelargonium graveolens oil, Geranium oil, Geranium Flower Oil, Geranium Essential Oil",Pelargonium Graveolens Flower Oil,Active,Moderate Risk,Single,0,Moderate Risk,"Fragrance, Active","Helps to regulate sebum production, prevent clogged pores. Natural fragrance. Low risk of irritation",1,0.2,0.2,1,1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-1,,0.2,"Vitamin A promotes cell turnover, helping to fade existing hyperpigmentation and prevent the formation of new dark spots. It also enhances the skin’s overall texture and tone, making it a powerful ingredient for addressing uneven pigmentation.",0,,0.2,,1,"Geranium essential oil helps regulate sebum production and soothe the skin, making it effective in managing oily skin and reducing shine.",0.2,,0.2,,0.2,"Geranium essential oil helps balance oil production and smooth uneven skin texture. It also tightens the skin, reducing the appearance of pores and contributing to a more refined complexion.",0.2,,0,,-1,,0.2,
Organic Rose Geranium,"Organic Pelargonium species, Organic Geranium oil, Organic Rose Geranium Oil, Organic Rose Geranium Essential Oil",Pelargonium Graveolens Flower Oil,Active,Moderate Risk,Single,0,High Risk,"Fragrance, Active",Can be irritating for sensitive skin,1,0.2,0.2,1,1,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-1,,-1,"Salicylic acid is a beta hydroxy acid (BHA) that exfoliates the skin and penetrates pores, helping to clear out dead skin cells and reduce post-inflammatory hyperpigmentation. It’s particularly effective for treating dark spots caused by acne.",0,,0.2,,1,"Organic Rose Geranium offers similar benefits to geranium, with added purity. It helps balance oil production and soothe oily skin.",0.2,,0.2,,0.2,,-1,,-1,,-1,,0.2,
Pelargonium Graveolens Flower Oil,"Rose geranium oil, Geranium oil, Pelargonium oil, Pelargonium Flower Oil, Rose Geranium Essential Oil",Pelargonium Graveolens Flower Oil,Active,Moderate Risk,Single,0,High Risk,"Fragrance, Active",Can be irritating for sensitive skin,1,0.2,0.2,1,1,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-1,,-1,,0,,0.2,,1,"This oil helps balance sebum production and reduce excess oil, making it effective in controlling shine and preventing breakouts.",0.2,,0.2,,0.2,,-1,,-1,,-1,,0.2,
Wild Geranium,"Geranium Maculatum Extract, Cranesbill Extract, Spotted Geranium, Wild Geranium Extract",Pelargonium Graveolens Flower Oil,Active,Moderate Risk,Single,0,High Risk,"Fragrance, Active",Can be irritating for sensitive skin,1,0.2,0.2,1,1,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-1,,-1,,0,,0.2,,1,"Wild Geranium helps balance oil production and calm the skin, making it effective in managing oily skin and reducing shine.",0.2,,0.2,,0.2,,-1,,-1,,-1,,0.2,
Geranium,"Pelargonium species, Geranium oil, Rose Geranium Oil, Rose Geranium Essential Oil",Pelargonium Graveolens Flower Oil,Active,Moderate Risk,Single,0,High Risk,"Fragrance, Active",Can be irritating for sensitive skin,1,0.2,0.2,1,1,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-1,,-1,,0,,0.2,,1,"Geranium helps balance sebum production and reduce excess oil, making it effective in controlling shine and preventing breakouts.",0.2,,0.2,,0.2,,-1,,-1,,-1,,0.2,
Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate,"Irganox 11, Hydrocinnamic acid ester, Antioxidant 11, Pentaerythrityl Antioxidant",Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate,Inactive,Low Risk,Single,0,Low Risk,Antioxidant,Antioxidant,0,0,0.2,0,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0.2,,0.2,,0.2,,0,,0,,0,,0.2,,0,,0.2,,0.2,,0,
Pentaerythrityl Tetraethylhexanoate,"Pentaerythrityl Tetraisostearate, Pentaerythritol Tetraoctanoate, Pentaerythrityl Ester, Pentaerythrityl Tetraethylhexanoate Ester",Pentaerythrityl Tetraethylhexanoate,Inactive,Low Risk,Single,0,Low Risk,"Emollient, Texture Enhancer","Emollient, Skin barrier protection",0,0,0.2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0.2,,0,,0.2,,0.2,,0.2,,0,,0.2,,0,,0,
Pentylene Glycol,"1,0.5-Pentanediol, Pentamethylene glycol, 1,0.5-Dihydroxypentane, Pentylene Glycol",Pentylene Glycol,Inactive,Low Risk,Single,0,Low Risk,"Humectant, Solvent, Preservative",Not a paraben. Not likely to cause irritation and acne.,0,0.2,0,0.2,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0,,0.2,,0.2,,0.2,,0,,0,,0,,0,,0,
Perilla Ocymoides Leaf/Stem Oil,"Perilla Oil, Shiso Oil, Beefsteak Plant Oil, Perilla Seed Oil",Perilla Ocymoides Seed Oil,Active,Low Risk,Single,0,Moderate Risk,"Emollient, Antioxidant","Skin barrier protection, Anti-inflammatory, Moisturizing",0,0.2,0.2,1,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,,0.2,,0.2,,0.2,,0.2,Perilla oil has anti-inflammatory and antibacterial properties that help regulate sebum production and prevent acne. It’s effective in balancing oily skin and reducing excess shine.,0.2,,0.2,,0.2,,0.2,,0.2,,-1,,-0.2,
Avocado Butter,"Persea Gratissima Butter, Avocado Oil Butter, Avocado Butter",Persea Gratissima (Avocado) Butter,Active,Low Risk,Single,0,Low Risk,"Emollient, Occlusive Agent","Skin barrier protection, Moisturizing, Soothing",3,1,1,-1,-0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-0.2,,0,,-0.2,,1,"Avocado Butter is rich in vitamins and fatty acids, providing deep hydration and nourishment to the skin. It’s particularly effective in treating dry, dehydrated skin by restoring moisture and improving skin texture.",-1,,0.2,,0.2,,-0.2,,-0.2,,0.2,,0.2,,0.2,
Avocado Oil,"Persea Gratissima Oil, Avocado Oil, Persea Americana Oil, Avocado Fruit Oil, Persea Gratissima Oil / Avocado Oil",Persea Gratissima (Avocado) Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Texture Enhancer","Skin barrier protection, Moisturizing, Soothing",3,1,1,-1,-0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,-0.2,,1,"Avocado Oil is highly moisturizing and rich in vitamins A, D, and E. It penetrates deeply into the skin to provide long-lasting hydration, making it effective in treating dryness and improving skin elasticity.",-1,,0.2,,0.2,,-0.2,,0,,0.2,,0.2,,0,
Phenethyl Alcohol,"2-Phenylethanol, Benzyl carbinol, Phenylethyl alcohol, Phenethyl Alcohol",Phenethyl Alcohol,Inactive,Low Risk,Single,0,Moderate Risk,"Preservative, Fragrance",Not a paraben. Not likely to cause irritation and acne.,0,0,-1,0,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0,,0,,0,,-1,,0,,-0.2,,-0.2,,-0.2,,-0.2,,0,,-1,,0,
Phenoxyethanol,"Ethylene glycol monophenyl ether, 2-Phenoxyethanol, Phenyl cellosolve, Phenoxyethanol",Phenoxyethanol,Inactive,Moderate Risk,Single,0,Moderate Risk,Preservative,"A preservative that can cause irritation or allergic reactions in some people, especially those with sensitive skin.",0,0,-1,0,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,-1,,-0.2,,-1,,0,,-0.2,,-0.2,,-0.2,,0,,-1,,-1,,-0.2,
Phytic Acid,"Myo-Inositol hexakisphosphate, Inositol hexaphosphate, IP6, Phytic Acid, Phytate",Phytic Acid,Inactive,Low Risk,Single,0,Low Risk,"Chelating Agent, Antioxidant",Antioxidant,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,1,"Phytic acid is a gentle exfoliant that clears dead skin cells and prevents them from clogging pores, reducing blackheads.",0.2,,0.2,,0.2,
Polyglyceryl-2 Stearate,"Diglyceryl monostearate, Polyglyceryl ester, Glyceryl stearate, Polyglyceryl Stearate",Polyglyceryl-2 Stearate,Inactive,Low Risk,Compound,"Polyglycerol, Stearic Acid",Low Risk,Emulsifier,"A natural-derived emulsifier with a low risk of irritation, often used in formulations for sensitive skin.",3,0,0.2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes/No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,-0.2,,0.2,,0,,0,,0,,0,,0,,0,,0,,0,
Polyglyceryl-2 Stearate (and) Glyceryl Stearate (and) Stearyl Alcohol,"Glyceryl distearate, Polyglyceryl distearate, Stearic acid glyceryl ester, Polyglyceryl Glyceryl Stearate Blend",Polyglyceryl-2 Stearate (and) Glyceryl Stearate (and) Stearyl Alcohol,Inactive,Low Risk,Compound,"Polyglyceryl-2 Stearate, Glyceryl Stearate, Stearyl Alcohol",Low Risk,"Emulsifier, Emollient","Emollient, Skin barrier protection",3,0,0.2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes/No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,-0.2,,0.2,,0,,0.2,,0,,0,,-0.2,,0.2,,-1,,0,
Polyglyceryl-4 Isostearate,"Isostearic Acid Polyglycerol Ester, Isostearate Polyglyceryl, Polyglyceryl Ester, Polyglyceryl Isostearate",Polyglyceryl-4 Isostearate,Inactive,Low Risk,Compound,"Polyglycerol, Isostearic Acid",Low Risk,Emulsifier,"Another gentle emulsifier, known for being non-comedogenic and non-irritating. It's often used in formulations for sensitive or acne-prone skin.",3,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes/No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,-0.2,,0,,0,,0,,0,,0,,0,,0,,0,,0,
